RESPUESTA_FECHA,RESPUESTA_TEXTO,PERIODO,RESPUESTA_ID,RESPUESTA_DECIMAL,FORMULARIO_ID,ANO_APLICACION,PREGUNTA_ID,ESTADO_REGISTRO,SEC_EJEC,RESPUESTA_ENTERO
 ,50,1,44,0,1,2022,51,A,300780,0
 ,N,1,45,0,1,2022,52,A,300780,0
 ,0,1,46,0,1,2022,53,A,300780,0
 ,0,1,47,0,1,2022,54,A,300780,0
 ,0,1,48,0,1,2022,58,A,300780,0
 ,0,1,49,0,1,2022,59,A,300780,0
 ,0,1,50,0,2,2022,60,A,300780,68
 ,0,1,51,0,2,2022,61,A,300780,10
 ,N,1,52,0,2,2022,62,A,300780,0
 ,N,1,53,0,2,2022,63,A,300780,0
 ,0,1,54,0,2,2022,64,A,300780,0
 ,0,1,55,0,2,2022,91,A,300780,68
 ,0,1,56,11495.48,2,2022,65,A,300780,0
 ,0,1,57,0,2,2022,66,A,300780,68
 ,0,1,58,20010,2,2022,68,A,300780,0
 ,0,1,59,15000,2,2022,69,A,300780,0
 ,N,1,60,0,3,2022,70,A,300780,0
 ,0,1,61,0,3,2022,71,A,300780,0
 ,0,1,62,0,3,2022,72,A,300780,0
 ,0,1,63,0,3,2022,73,A,300780,0
 ,N,1,64,0,3,2022,74,A,300780,0
 ,0,1,65,0,3,2022,75,A,300780,0
 ,0,1,66,0,3,2022,76,A,300780,0
 ,0,1,67,0,3,2022,77,A,300780,0
 ,0,1,68,0,4,2022,78,A,300780,0
 ,N,1,69,0,4,2022,79,A,300780,0
 ,N,1,70,0,4,2022,80,A,300780,0
 ,S,1,71,0,5,2022,82,A,300780,0
 ,N,1,72,0,5,2022,83,A,300780,0
 ,N,1,73,0,5,2022,84,A,300780,0
 ,N,1,74,0,5,2022,85,A,300780,0
 ,0,1,75,0,5,2022,86,A,300780,0
 ,5,1,1,0,1,2022,1,A,301175,0
 ,0,1,2,0,1,2022,9,A,301175,0
 ,UNIDAD DE ADMINISTRACION TRIBUTARIA,1,3,0,1,2022,10,A,301175,0
 ,0,1,4,0,1,2022,11,A,301175,2
 ,N,1,5,0,1,2022,12,A,301175,0
 ,0,1,6,0,1,2022,13,A,301175,0
 ,0,1,7,0,1,2022,14,A,301175,0
 ,S,1,8,0,1,2022,15,A,301175,0
 ,UNIDAD DE DESARROLLO URBANO TERRITORIAL Y CATASTRO,1,9,0,1,2022,16,A,301175,0
 ,S,1,10,0,1,2022,17,A,301175,0
 ,0,1,11,0,1,2022,18,A,301175,1
 ,N,1,12,0,1,2022,19,A,301175,0
 ,0,1,13,0,1,2022,20,A,301175,0
 ,S,1,14,0,1,2022,21,A,301175,0
 ,S,1,15,0,1,2022,22,A,301175,0
 ,0,1,16,91.56,1,2022,23,A,301175,0
 ,N,1,17,0,1,2022,24,A,301175,0
 ,0,1,18,0,1,2022,25,A,301175,0
 ,0,1,19,0,1,2022,26,A,301175,0
 ,N,1,20,0,1,2022,27,A,301175,0
 ,0,1,21,0,1,2022,28,A,301175,0
 ,0,1,22,0,1,2022,29,A,301175,0
 ,N,1,23,0,1,2022,87,A,301175,0
 ,0,1,24,0,1,2022,88,A,301175,0
 ,N,1,25,0,1,2022,89,A,301175,0
 ,0,1,26,0,1,2022,90,A,301175,0
 ,N,1,27,0,1,2022,30,A,301175,0
 ,0,1,28,0,1,2022,31,A,301175,0
 ,0,1,29,0,1,2022,35,A,301175,0
 ,0,1,30,0,1,2022,36,A,301175,0
 ,S,1,31,0,1,2022,37,A,301175,0
 ,S,1,32,0,1,2022,38,A,301175,0
 ,S,1,33,0,1,2022,39,A,301175,0
 ,S,1,34,0,1,2022,40,A,301175,0
 ,S,1,35,0,1,2022,41,A,301175,0
 ,S,1,36,0,1,2022,42,A,301175,0
 ,N,1,37,0,1,2022,43,A,301175,0
 ,S,1,38,0,1,2022,44,A,301175,0
 ,50,1,39,0,1,2022,46,A,301175,0
 ,50,1,40,0,1,2022,47,A,301175,0
 ,50,1,41,0,1,2022,48,A,301175,0
 ,50,1,42,0,1,2022,49,A,301175,0
 ,50,1,43,0,1,2022,50,A,301175,0
 ,50,1,44,0,1,2022,51,A,301175,0
 ,N,1,45,0,1,2022,52,A,301175,0
 ,0,1,46,0,1,2022,53,A,301175,0
 ,0,1,47,0,1,2022,54,A,301175,0
 ,0,1,48,0,1,2022,58,A,301175,0
 ,0,1,49,0,1,2022,59,A,301175,0
 ,0,1,50,0,2,2022,60,A,301175,3512
 ,0,1,51,0,2,2022,61,A,301175,3512
 ,S,1,52,0,2,2022,62,A,301175,0
 ,N,1,53,0,2,2022,63,A,301175,0
 ,0,1,54,0,2,2022,64,A,301175,0
 ,0,1,55,0,2,2022,91,A,301175,3512
 ,0,1,56,0,2,2022,65,A,301175,0
 ,0,1,57,0,2,2022,66,A,301175,0
 ,0,1,58,0,2,2022,68,A,301175,0
 ,0,1,59,0,2,2022,69,A,301175,0
 ,S,1,60,0,3,2022,70,A,301175,0
12/01/2022 00:00:00,0,1,61,0,3,2022,71,A,301175,0
28/02/2022 00:00:00,0,1,62,0,3,2022,72,A,301175,0
 ,N,1,63,0,3,2022,73,A,301175,0
 ,N,1,64,0,3,2022,74,A,301175,0
 ,0,1,65,0,3,2022,75,A,301175,0
 ,0,1,66,0,3,2022,76,A,301175,0
 ,0,1,67,0,3,2022,77,A,301175,0
 ,0,1,68,0,4,2022,78,A,301175,0
 ,N,1,69,0,4,2022,79,A,301175,0
 ,S,1,70,0,4,2022,80,A,301175,0
 ,S,1,71,0,5,2022,82,A,301175,0
 ,S,1,72,0,5,2022,83,A,301175,0
 ,N,1,73,0,5,2022,84,A,301175,0
 ,N,1,74,0,5,2022,85,A,301175,0
 ,0,1,75,0,5,2022,86,A,301175,0
 ,4,1,1,0,1,2022,1,A,301520,0
 ,0,1,2,0,1,2022,9,A,301520,0
 ,OFICINA DE TRIBUTACION Y COMERCIALIZACION ,1,3,0,1,2022,10,A,301520,0
 ,0,1,4,0,1,2022,11,A,301520,1
 ,N,1,5,0,1,2022,12,A,301520,0
 ,0,1,6,0,1,2022,13,A,301520,0
 ,0,1,7,0,1,2022,14,A,301520,0
 ,S,1,8,0,1,2022,15,A,301520,0
 ,SUB GERENCIA DE INFRAESTRUCTURA Y DESARROLLO URBANO RURAL ,1,9,0,1,2022,16,A,301520,0
 ,S,1,10,0,1,2022,17,A,301520,0
 ,0,1,11,0,1,2022,18,A,301520,1
 ,N,1,12,0,1,2022,19,A,301520,0
 ,0,1,13,0,1,2022,20,A,301520,0
 ,S,1,14,0,1,2022,21,A,301520,0
 ,N,1,15,0,1,2022,22,A,301520,0
 ,0,1,16,0,1,2022,23,A,301520,0
 ,N,1,17,0,1,2022,24,A,301520,0
 ,0,1,18,0,1,2022,25,A,301520,0
 ,0,1,19,0,1,2022,26,A,301520,0
 ,N,1,20,0,1,2022,27,A,301520,0
 ,0,1,21,0,1,2022,28,A,301520,0
 ,0,1,22,0,1,2022,29,A,301520,0
 ,N,1,23,0,1,2022,87,A,301520,0
 ,0,1,24,0,1,2022,88,A,301520,0
 ,N,1,25,0,1,2022,89,A,301520,0
 ,0,1,26,0,1,2022,90,A,301520,0
 ,N,1,27,0,1,2022,30,A,301520,0
 ,0,1,28,0,1,2022,31,A,301520,0
 ,0,1,29,0,1,2022,35,A,301520,0
 ,0,1,30,0,1,2022,36,A,301520,0
 ,N,1,31,0,1,2022,37,A,301520,0
 ,S,1,32,0,1,2022,38,A,301520,0
 ,N,1,33,0,1,2022,39,A,301520,0
 ,N,1,34,0,1,2022,40,A,301520,0
 ,N,1,35,0,1,2022,41,A,301520,0
 ,N,1,36,0,1,2022,42,A,301520,0
 ,N,1,37,0,1,2022,43,A,301520,0
 ,N,1,38,0,1,2022,44,A,301520,0
 ,47,1,39,0,1,2022,46,A,301520,0
 ,47,1,40,0,1,2022,47,A,301520,0
 ,47,1,41,0,1,2022,48,A,301520,0
 ,47,1,42,0,1,2022,49,A,301520,0
 ,47,1,43,0,1,2022,50,A,301520,0
 ,47,1,44,0,1,2022,51,A,301520,0
 ,N,1,45,0,1,2022,52,A,301520,0
 ,0,1,46,0,1,2022,53,A,301520,0
 ,0,1,47,0,1,2022,54,A,301520,0
 ,0,1,48,0,1,2022,58,A,301520,0
 ,0,1,49,0,1,2022,59,A,301520,0
 ,0,1,50,0,2,2022,60,A,301520,38
 ,0,1,51,0,2,2022,61,A,301520,0
 ,S,1,52,0,2,2022,62,A,301520,0
 ,N,1,53,0,2,2022,63,A,301520,0
 ,0,1,54,0,2,2022,64,A,301520,0
 ,0,1,55,0,2,2022,91,A,301520,60
 ,0,1,56,0,2,2022,65,A,301520,0
 ,0,1,57,0,2,2022,66,A,301520,0
 ,0,1,58,0,2,2022,68,A,301520,0
 ,0,1,59,0,2,2022,69,A,301520,0
 ,N,1,60,0,3,2022,70,A,301520,0
 ,0,1,61,0,3,2022,71,A,301520,0
 ,0,1,62,0,3,2022,72,A,301520,0
 ,0,1,51,0,2,2022,61,A,300331,250
 ,S,1,52,0,2,2022,62,A,300331,0
 ,N,1,53,0,2,2022,63,A,300331,0
 ,0,1,54,0,2,2022,64,A,300331,0
 ,0,1,55,0,2,2022,91,A,300331,22739
 ,0,1,56,25758707.28,2,2022,65,A,300331,0
 ,0,1,57,0,2,2022,66,A,300331,350
 ,0,1,58,57,2,2022,68,A,300331,0
 ,0,1,59,1919,2,2022,69,A,300331,0
 ,S,1,60,0,3,2022,70,A,300331,0
10/01/2022 00:00:00,0,1,61,0,3,2022,71,A,300331,0
28/03/2022 00:00:00,0,1,62,0,3,2022,72,A,300331,0
 ,N,1,63,0,3,2022,73,A,300331,0
 ,N,1,64,0,3,2022,74,A,300331,0
 ,0,1,65,0,3,2022,75,A,300331,0
 ,0,1,66,0,3,2022,76,A,300331,0
 ,0,1,67,0,3,2022,77,A,300331,0
 ,0,1,68,2651869.98,4,2022,78,A,300331,0
 ,S,1,69,0,4,2022,79,A,300331,0
 ,S,1,70,0,4,2022,80,A,300331,0
 ,S,1,71,0,5,2022,82,A,300331,0
 ,S,1,72,0,5,2022,83,A,300331,0
 ,S,1,73,0,5,2022,84,A,300331,0
 ,N,1,74,0,5,2022,85,A,300331,0
 ,0,1,75,0,5,2022,86,A,300331,0
 ,5,1,1,0,1,2022,1,A,301470,0
 ,0,1,2,0,1,2022,9,A,301470,0
 ,RAEA DE RENTAS Y FISCALIZACION TRIBUTARIA,1,3,0,1,2022,10,A,301470,0
 ,0,1,4,0,1,2022,11,A,301470,2
 ,N,1,5,0,1,2022,12,A,301470,0
 ,0,1,6,0,1,2022,13,A,301470,0
 ,0,1,7,0,1,2022,14,A,301470,0
 ,S,1,8,0,1,2022,15,A,301470,0
 ,SUB GERENCIA DE DESARROLLO URBANO Y CATASTRO,1,9,0,1,2022,16,A,301470,0
 ,S,1,10,0,1,2022,17,A,301470,0
 ,0,1,11,0,1,2022,18,A,301470,2
 ,N,1,12,0,1,2022,19,A,301470,0
 ,0,1,13,0,1,2022,20,A,301470,0
 ,S,1,14,0,1,2022,21,A,301470,0
 ,S,1,15,0,1,2022,22,A,301470,0
 ,0,1,16,60,1,2022,23,A,301470,0
 ,N,1,17,0,1,2022,24,A,301470,0
 ,0,1,18,0,1,2022,25,A,301470,0
 ,0,1,19,0,1,2022,26,A,301470,0
 ,N,1,20,0,1,2022,27,A,301470,0
 ,0,1,21,0,1,2022,28,A,301470,0
 ,0,1,22,0,1,2022,29,A,301470,0
 ,N,1,23,0,1,2022,87,A,301470,0
 ,0,1,24,0,1,2022,88,A,301470,0
 ,N,1,25,0,1,2022,89,A,301470,0
 ,0,1,26,0,1,2022,90,A,301470,0
 ,S,1,27,0,1,2022,30,A,301470,0
 ,32,1,28,0,1,2022,31,A,301470,0
 ,004-2022-MDVG,1,29,0,1,2022,35,A,301470,0
11/02/2022 00:00:00,0,1,30,0,1,2022,36,A,301470,0
 ,S,1,31,0,1,2022,37,A,301470,0
 ,S,1,32,0,1,2022,38,A,301470,0
 ,S,1,33,0,1,2022,39,A,301470,0
 ,S,1,34,0,1,2022,40,A,301470,0
 ,S,1,35,0,1,2022,41,A,301470,0
 ,S,1,36,0,1,2022,42,A,301470,0
 ,N,1,37,0,1,2022,43,A,301470,0
 ,S,1,38,0,1,2022,44,A,301470,0
 ,49,1,39,0,1,2022,46,A,301470,0
 ,49,1,40,0,1,2022,47,A,301470,0
 ,49,1,41,0,1,2022,48,A,301470,0
 ,49,1,42,0,1,2022,49,A,301470,0
 ,49,1,43,0,1,2022,50,A,301470,0
 ,49,1,44,0,1,2022,51,A,301470,0
 ,S,1,45,0,1,2022,52,A,301470,0
31/12/2022 00:00:00,0,1,46,0,1,2022,53,A,301470,0
 ,57,1,47,0,1,2022,54,A,301470,0
 ,DECRETO ALCALDIA 005-2022-MDVG-ALC,1,48,0,1,2022,58,A,301470,0
22/06/2022 00:00:00,0,1,49,0,1,2022,59,A,301470,0
 ,0,1,50,0,2,2022,60,A,301470,29
 ,0,1,51,0,2,2022,61,A,301470,0
 ,S,1,52,0,2,2022,62,A,301470,0
 ,N,1,53,0,2,2022,63,A,301470,0
 ,0,1,54,0,2,2022,64,A,301470,0
 ,0,1,55,0,2,2022,91,A,301470,1019
 ,0,1,56,0,2,2022,65,A,301470,0
 ,0,1,57,0,2,2022,66,A,301470,0
 ,0,1,58,0,2,2022,68,A,301470,0
 ,0,1,59,0,2,2022,69,A,301470,0
 ,S,1,60,0,3,2022,70,A,301470,0
1/04/2022 00:00:00,0,1,61,0,3,2022,71,A,301470,0
31/05/2022 00:00:00,0,1,62,0,3,2022,72,A,301470,0
 ,N,1,63,0,3,2022,73,A,301470,0
 ,N,1,64,0,3,2022,74,A,301470,0
 ,0,1,65,0,3,2022,75,A,301470,0
 ,0,1,66,0,3,2022,76,A,301470,0
 ,0,1,67,0,3,2022,77,A,301470,0
 ,0,1,68,0,4,2022,78,A,301470,0
 ,S,1,69,0,4,2022,79,A,301470,0
 ,S,1,70,0,4,2022,80,A,301470,0
 ,S,1,71,0,5,2022,82,A,301470,0
 ,N,1,72,0,5,2022,83,A,301470,0
 ,N,1,73,0,5,2022,84,A,301470,0
 ,N,1,74,0,5,2022,85,A,301470,0
 ,0,1,75,0,5,2022,86,A,301470,0
 ,3,1,1,0,1,2022,1,A,300353,0
 ,0,1,2,0,1,2022,9,A,300353,0
 ,GERENCIA DE ADMINISTRACION TRIBUTARIA,1,3,0,1,2022,10,A,300353,0
 ,0,1,4,0,1,2022,11,A,300353,7
 ,S,1,5,0,1,2022,12,A,300353,0
 ,S,1,6,0,1,2022,13,A,300353,0
 ,0,1,7,0,1,2022,14,A,300353,2
 ,S,1,8,0,1,2022,15,A,300353,0
 ,SUBGERENCIA DE OBRAS PRIVADAS Y CASTRO ,1,9,0,1,2022,16,A,300353,0
 ,N,1,10,0,1,2022,17,A,300353,0
 ,0,1,11,0,1,2022,18,A,300353,2
 ,N,1,12,0,1,2022,19,A,300353,0
 ,0,1,13,0,1,2022,20,A,300353,0
 ,N,1,14,0,1,2022,21,A,300353,0
 ,S,1,15,0,1,2022,22,A,300353,0
 ,0,1,16,60,1,2022,23,A,300353,0
 ,S,1,17,0,1,2022,24,A,300353,0
 ,0,1,18,0,1,2022,25,A,300353,50
 ,0,1,19,5676.01,1,2022,26,A,300353,0
 ,N,1,20,0,1,2022,27,A,300353,0
 ,0,1,21,0,1,2022,28,A,300353,0
 ,0,1,22,5676.01,1,2022,29,A,300353,0
 ,N,1,23,0,1,2022,87,A,300353,0
 ,0,1,61,0,3,2022,71,A,301027,0
 ,0,1,62,0,3,2022,72,A,301027,0
 ,0,1,63,0,3,2022,73,A,301027,0
 ,N,1,64,0,3,2022,74,A,301027,0
 ,0,1,65,0,3,2022,75,A,301027,0
 ,0,1,66,0,3,2022,76,A,301027,0
 ,0,1,67,0,3,2022,77,A,301027,0
 ,0,1,68,0,4,2022,78,A,301027,0
 ,S,1,69,0,4,2022,79,A,301027,0
 ,S,1,70,0,4,2022,80,A,301027,0
 ,S,1,71,0,5,2022,82,A,301027,0
 ,S,1,72,0,5,2022,83,A,301027,0
 ,N,1,73,0,5,2022,84,A,301027,0
 ,N,1,74,0,5,2022,85,A,301027,0
 ,0,1,75,0,5,2022,86,A,301027,0
 ,S,1,35,0,1,2022,41,A,301806,0
 ,S,1,36,0,1,2022,42,A,301806,0
 ,S,1,37,0,1,2022,43,A,301806,0
 ,N,1,38,0,1,2022,44,A,301806,0
 ,50,1,39,0,1,2022,46,A,301806,0
 ,50,1,40,0,1,2022,47,A,301806,0
 ,50,1,41,0,1,2022,48,A,301806,0
 ,50,1,42,0,1,2022,49,A,301806,0
 ,50,1,43,0,1,2022,50,A,301806,0
 ,50,1,44,0,1,2022,51,A,301806,0
 ,N,1,45,0,1,2022,52,A,301806,0
 ,0,1,46,0,1,2022,53,A,301806,0
 ,0,1,47,0,1,2022,54,A,301806,0
 ,0,1,48,0,1,2022,58,A,301806,0
 ,0,1,49,0,1,2022,59,A,301806,0
 ,0,1,50,0,2,2022,60,A,301806,55
 ,0,1,51,0,2,2022,61,A,301806,0
 ,N,1,52,0,2,2022,62,A,301806,0
 ,N,1,53,0,2,2022,63,A,301806,0
 ,0,1,54,0,2,2022,64,A,301806,0
 ,0,1,55,0,2,2022,91,A,301806,0
 ,0,1,56,387530,2,2022,65,A,301806,0
 ,0,1,57,0,2,2022,66,A,301806,240
 ,0,1,58,72132.18,2,2022,68,A,301806,0
 ,0,1,59,50492.53,2,2022,69,A,301806,0
 ,N,1,60,0,3,2022,70,A,301806,0
 ,0,1,61,0,3,2022,71,A,301806,0
 ,0,1,62,0,3,2022,72,A,301806,0
 ,0,1,63,0,3,2022,73,A,301806,0
 ,N,1,64,0,3,2022,74,A,301806,0
 ,0,1,65,0,3,2022,75,A,301806,0
 ,0,1,66,0,3,2022,76,A,301806,0
 ,0,1,67,0,3,2022,77,A,301806,0
 ,0,1,68,0,4,2022,78,A,301806,0
 ,N,1,69,0,4,2022,79,A,301806,0
 ,N,1,70,0,4,2022,80,A,301806,0
 ,S,1,71,0,5,2022,82,A,301806,0
 ,S,1,72,0,5,2022,83,A,301806,0
 ,N,1,73,0,5,2022,84,A,301806,0
 ,S,1,74,0,5,2022,85,A,301806,0
 ,CHEQUES,1,75,0,5,2022,86,A,301806,0
 ,6,1,1,0,1,2022,1,A,301505,0
 ,0,1,2,0,1,2022,9,A,301505,0
 ,OFICINA DE FISCALIZACION RENTAS Y PATRIMONIO,1,3,0,1,2022,10,A,301505,0
 ,0,1,4,0,1,2022,11,A,301505,1
 ,N,1,5,0,1,2022,12,A,301505,0
 ,0,1,6,0,1,2022,13,A,301505,0
 ,0,1,7,0,1,2022,14,A,301505,0
 ,S,1,8,0,1,2022,15,A,301505,0
 ,AREA DE CATASTRO,1,9,0,1,2022,16,A,301505,0
 ,S,1,10,0,1,2022,17,A,301505,0
 ,0,1,11,0,1,2022,18,A,301505,1
 ,N,1,12,0,1,2022,19,A,301505,0
 ,0,1,13,0,1,2022,20,A,301505,0
 ,N,1,14,0,1,2022,21,A,301505,0
 ,N,1,15,0,1,2022,22,A,301505,0
 ,0,1,16,0,1,2022,23,A,301505,0
 ,N,1,17,0,1,2022,24,A,301505,0
 ,0,1,18,0,1,2022,25,A,301505,0
 ,0,1,19,0,1,2022,26,A,301505,0
 ,N,1,20,0,1,2022,27,A,301505,0
 ,0,1,21,0,1,2022,28,A,301505,0
 ,0,1,22,0,1,2022,29,A,301505,0
 ,N,1,23,0,1,2022,87,A,301505,0
 ,0,1,24,0,1,2022,88,A,301505,0
 ,N,1,25,0,1,2022,89,A,301505,0
 ,0,1,26,0,1,2022,90,A,301505,0
 ,N,1,27,0,1,2022,30,A,301505,0
 ,0,1,28,0,1,2022,31,A,301505,0
 ,0,1,29,0,1,2022,35,A,301505,0
 ,0,1,30,0,1,2022,36,A,301505,0
 ,N,1,31,0,1,2022,37,A,301505,0
 ,N,1,32,0,1,2022,38,A,301505,0
 ,N,1,33,0,1,2022,39,A,301505,0
 ,N,1,34,0,1,2022,40,A,301505,0
 ,N,1,35,0,1,2022,41,A,301505,0
 ,S,1,36,0,1,2022,42,A,301505,0
 ,N,1,37,0,1,2022,43,A,301505,0
 ,N,1,38,0,1,2022,44,A,301505,0
 ,47,1,39,0,1,2022,46,A,301505,0
 ,47,1,40,0,1,2022,47,A,301505,0
 ,47,1,41,0,1,2022,48,A,301505,0
 ,47,1,42,0,1,2022,49,A,301505,0
 ,47,1,43,0,1,2022,50,A,301505,0
 ,47,1,44,0,1,2022,51,A,301505,0
 ,N,1,45,0,1,2022,52,A,301505,0
 ,0,1,46,0,1,2022,53,A,301505,0
 ,0,1,47,0,1,2022,54,A,301505,0
 ,0,1,48,0,1,2022,58,A,301505,0
 ,0,1,49,0,1,2022,59,A,301505,0
 ,0,1,50,0,2,2022,60,A,301505,0
 ,0,1,51,0,2,2022,61,A,301505,0
 ,N,1,52,0,2,2022,62,A,301505,0
 ,N,1,53,0,2,2022,63,A,301505,0
 ,0,1,54,0,2,2022,64,A,301505,0
 ,0,1,55,0,2,2022,91,A,301505,0
 ,0,1,56,0,2,2022,65,A,301505,0
 ,0,1,57,0,2,2022,66,A,301505,0
 ,0,1,58,0,2,2022,68,A,301505,0
 ,0,1,59,0,2,2022,69,A,301505,0
 ,N,1,60,0,3,2022,70,A,301505,0
 ,0,1,61,0,3,2022,71,A,301505,0
 ,0,1,62,0,3,2022,72,A,301505,0
 ,0,1,63,0,3,2022,73,A,301505,0
 ,N,1,64,0,3,2022,74,A,301505,0
 ,0,1,65,0,3,2022,75,A,301505,0
 ,0,1,66,0,3,2022,76,A,301505,0
 ,0,1,67,0,3,2022,77,A,301505,0
 ,0,1,68,0,4,2022,78,A,301505,0
 ,N,1,69,0,4,2022,79,A,301505,0
 ,N,1,70,0,4,2022,80,A,301505,0
 ,S,1,71,0,5,2022,82,A,301505,0
 ,N,1,72,0,5,2022,83,A,301505,0
 ,N,1,73,0,5,2022,84,A,301505,0
 ,N,1,74,0,5,2022,85,A,301505,0
 ,0,1,75,0,5,2022,86,A,301505,0
 ,3,1,1,0,1,2022,1,A,300210,0
 ,0,1,2,0,1,2022,9,A,300210,0
 ,GERENCIA DE ADMINISTRACIÓN TRIBUTARIA Y RENTAS,1,3,0,1,2022,10,A,300210,0
 ,0,1,4,0,1,2022,11,A,300210,6
 ,N,1,5,0,1,2022,12,A,300210,0
 ,0,1,6,0,1,2022,13,A,300210,0
 ,0,1,7,0,1,2022,14,A,300210,0
 ,S,1,8,0,1,2022,15,A,300210,0
 ,SUB GERENCIA DE CATASTRO HABILITACION Y PLANEAMIENTO URBANO Y RURAL,1,9,0,1,2022,16,A,300210,0
 ,S,1,10,0,1,2022,17,A,300210,0
 ,0,1,11,0,1,2022,18,A,300210,2
 ,N,1,12,0,1,2022,19,A,300210,0
 ,0,1,13,0,1,2022,20,A,300210,0
 ,S,1,14,0,1,2022,21,A,300210,0
 ,S,1,15,0,1,2022,22,A,300210,0
 ,0,1,16,70.70,1,2022,23,A,300210,0
 ,N,1,17,0,1,2022,24,A,300210,0
 ,0,1,18,0,1,2022,25,A,300210,0
 ,0,1,19,0,1,2022,26,A,300210,0
 ,N,1,20,0,1,2022,27,A,300210,0
 ,0,1,21,0,1,2022,28,A,300210,0
 ,0,1,22,0,1,2022,29,A,300210,0
 ,N,1,23,0,1,2022,87,A,300210,0
 ,0,1,24,0,1,2022,88,A,300210,0
 ,N,1,25,0,1,2022,89,A,300210,0
 ,0,1,26,0,1,2022,90,A,300210,0
 ,S,1,27,0,1,2022,30,A,300210,0
 ,32,1,28,0,1,2022,31,A,300210,0
 ,N°008-2022-MPP,1,29,0,1,2022,35,A,300210,0
21/03/2022 00:00:00,0,1,30,0,1,2022,36,A,300210,0
 ,N,1,31,0,1,2022,37,A,300210,0
 ,N,1,32,0,1,2022,38,A,300210,0
 ,S,1,33,0,1,2022,39,A,300210,0
 ,S,1,34,0,1,2022,40,A,300210,0
 ,S,1,35,0,1,2022,41,A,300210,0
 ,S,1,36,0,1,2022,42,A,300210,0
 ,N,1,37,0,1,2022,43,A,300210,0
 ,N,1,38,0,1,2022,44,A,300210,0
 ,49,1,39,0,1,2022,46,A,300210,0
 ,49,1,40,0,1,2022,47,A,300210,0
 ,49,1,41,0,1,2022,48,A,300210,0
 ,49,1,42,0,1,2022,49,A,300210,0
 ,49,1,43,0,1,2022,50,A,300210,0
 ,49,1,44,0,1,2022,51,A,300210,0
 ,N,1,45,0,1,2022,52,A,300210,0
 ,0,1,46,0,1,2022,53,A,300210,0
 ,0,1,47,0,1,2022,54,A,300210,0
 ,0,1,48,0,1,2022,58,A,300210,0
 ,0,1,49,0,1,2022,59,A,300210,0
 ,0,1,50,0,2,2022,60,A,300210,189
 ,0,1,51,0,2,2022,61,A,300210,15
 ,N,1,52,0,2,2022,62,A,300210,0
 ,N,1,53,0,2,2022,63,A,300210,0
 ,0,1,54,0,2,2022,64,A,300210,0
 ,0,1,55,0,2,2022,91,A,300210,3414
 ,0,1,56,0,2,2022,65,A,300210,0
 ,0,1,57,0,2,2022,66,A,300210,0
 ,0,1,58,0,2,2022,68,A,300210,0
 ,0,1,59,0,2,2022,69,A,300210,0
 ,N,1,60,0,3,2022,70,A,300210,0
 ,0,1,61,0,3,2022,71,A,300210,0
 ,0,1,62,0,3,2022,72,A,300210,0
 ,0,1,63,0,3,2022,73,A,301520,0
 ,N,1,64,0,3,2022,74,A,301520,0
 ,0,1,65,0,3,2022,75,A,301520,0
 ,0,1,66,0,3,2022,76,A,301520,0
 ,0,1,67,0,3,2022,77,A,301520,0
 ,0,1,68,0,4,2022,78,A,301520,0
 ,N,1,69,0,4,2022,79,A,301520,0
 ,S,1,70,0,4,2022,80,A,301520,0
 ,S,1,71,0,5,2022,82,A,301520,0
 ,N,1,72,0,5,2022,83,A,301520,0
 ,N,1,73,0,5,2022,84,A,301520,0
 ,N,1,74,0,5,2022,85,A,301520,0
 ,0,1,75,0,5,2022,86,A,301520,0
 ,3,1,1,0,1,2022,1,A,301154,0
 ,0,1,2,0,1,2022,9,A,301154,0
 ,GERENCIA DE ADMINISTRACION TRIBUTARIA,1,3,0,1,2022,10,A,301154,0
 ,0,1,4,0,1,2022,11,A,301154,29
 ,S,1,5,0,1,2022,12,A,301154,0
 ,N,1,6,0,1,2022,13,A,301154,0
 ,0,1,7,0,1,2022,14,A,301154,4
 ,S,1,8,0,1,2022,15,A,301154,0
 ,SUB GERENCIA DE ORDENAMIENTO TERRITORIAL,1,9,0,1,2022,16,A,301154,0
 ,N,1,10,0,1,2022,17,A,301154,0
 ,0,1,11,0,1,2022,18,A,301154,4
 ,N,1,12,0,1,2022,19,A,301154,0
 ,0,1,13,0,1,2022,20,A,301154,0
 ,N,1,14,0,1,2022,21,A,301154,0
 ,N,1,15,0,1,2022,22,A,301154,0
 ,0,1,16,0,1,2022,23,A,301154,0
 ,N,1,17,0,1,2022,24,A,301154,0
 ,0,1,18,0,1,2022,25,A,301154,0
 ,0,1,19,0,1,2022,26,A,301154,0
 ,N,1,20,0,1,2022,27,A,301154,0
 ,0,1,21,0,1,2022,28,A,301154,0
 ,0,1,22,0,1,2022,29,A,301154,0
 ,N,1,23,0,1,2022,87,A,301154,0
 ,0,1,24,0,1,2022,88,A,301154,0
 ,N,1,25,0,1,2022,89,A,301154,0
 ,0,1,26,0,1,2022,90,A,301154,0
 ,S,1,27,0,1,2022,30,A,301154,0
 ,32,1,28,0,1,2022,31,A,301154,0
 ,12-2022,1,29,0,1,2022,35,A,301154,0
30/05/2022 00:00:00,0,1,30,0,1,2022,36,A,301154,0
 ,S,1,31,0,1,2022,37,A,301154,0
 ,S,1,32,0,1,2022,38,A,301154,0
